"scope","requests","successes","errors","input_tokens","output_tokens","cache_creation_input_tokens","cache_read_input_tokens","thinking_tokens","total_tokens","cost_usd"
"overall",14067,14042,25,73705,12063843,310853098,4062143655,0,4385134301,4176.448991
